restaurantName	address	city	postalCode	country	region	priceRange	cuisineType	description	facilitiesServices	creditCards	phoneNumber	website
MikEle	via Flavio Gioia 1	Maranello	41053	ITA	Emilia-Romagna	€€€	Seafood	Located in a residential district on the edge of town, this unexpected, elegant fish restaurant offers a refreshing change from the typical boiled meat dishes of Modena. Guests can choose their ...	Air conditioning	Amex, Mastercard, Visa	+39 0536 941027	https://www.ristorantemikele.com/
Quintessenza	via Lionelli 62	Trani	76125	ITA	Apulia	€€€	Apulian, Contemporary	Having moved to new premises near Castello Svevo and Santa Maria Assunta cathedral, this restaurant now boasts splendid views from its outdoor terrace and a comfortable, historic ambience in its ...	Air conditioning, Bring your own bottle, Terrace	Amex, Mastercard, Visa	+39 0883 880948	https://www.quintessenzaristorante.it
Esplanade	via Lario 3	Desenzano del Garda	25015	ITA	Lombardy	€€€€	Italian, Modern Cuisine	One of Italy’s long-established restaurants, the Esplanade has been a proud holder of a Michelin star since 1992 and is so renowned among food-lovers that its name is practically synonymous with ...	Air conditioning, Car park, Garden or park, Great view, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 030 914 3361	https://www.ristorante-esplanade.com/
Ba Restaurant	via Raffaello Sanzio 22	Milan	20149	ITA	Lombardy	€€€	Chinese, Asian Contemporary	Two huge red lamps welcome guests to this minimalist-style restaurant decorated in dark, typically Asian colours. The carefully prepared cuisine focuses on modern, reinterpreted Chinese dishes, ...	Air conditioning	Amex, Mastercard, Visa	+39 02 469 3206	https://www.ba-restaurant.com/
Cracco in Galleria	Galleria Vittorio Emanuele II	Milan	20121	ITA	Lombardy	€€€€	Modern Cuisine, Contemporary	The Galleria Vittorio Emanuele II is one of the most iconic sights in Milan and as such it is apt that it is home to this star of Italian cuisine. Cracco is not just a gourmet restaurant – it’s ...	Air conditioning, Interesting wine list, Restaurant offering vegetarian menus, Wheelchair access	Amex, Mastercard, Visa	+39 02 876774	https://www.ristorantecracco.it/
Peter Brunel Ristorante Gourmet	via Linfano 47	Arco	38062	ITA	Trentino-South Tyrol	€€€€	Modern Cuisine, Italian Contemporary	In this restaurant situated less than 1km from the shores of beautiful Lake Garda, chef Peter Brunel from Trentino not only creates contemporary cuisine but has also designed many of the ...	Air conditioning, Car park, Counter dining, Garden or park, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0464 076705	https://www.peterbrunel.com
Madama Piola	via Ormea 6 bis	Turin	10125	ITA	Piedmont	€€	Piedmontese	The aptly named Madama Piola (in Piedmontese dialect, “piola” is a village inn) has a simple yet attractive and friendly ambience that serves as a backdrop for typical Piedmontese dishes. ...	Air conditioning, Counter dining	Amex, Mastercard, Visa	+39 011 020 9588	https://www.madamapiolatorino.it/
Fè Ristorante	via Giulio Pastore 2	Noci	70015	ITA	Apulia	€€€	Apulian, Modern Cuisine	Situated near the centre, this restaurant occupies a small group of eight carefully restored trulli which provide an elegant and charming setting, with just 20 seats arranged throughout its small ...	Air conditioning, Wheelchair access	Amex, Mastercard, Visa	+39 080 321 5963	https://www.feristorante.it/
Osteria del Posto	via Calderini 15, loc. Chiugiana	Corciano	06073	ITA	Umbria	€€	Umbrian, Contemporary	It's well worth the climb up to this restaurant, where you can be sure of a friendly welcome and professional service. With advice on hand from courteous female staff, choose from a selection of ...	Terrace	Amex, Mastercard, Visa	+39 075 517 3778	https://osteriadelposto.it
Quattro Sensi	via del Colle 38	Brufa	06089	ITA	Umbria	€€€	Umbrian, Contemporary	After working in top-level restaurants both in Italy and abroad, the young chef at this restaurant in the Borgobrufa hotel offers a host of interesting dishes featuring excellent Umbrian ...	Air conditioning, Car park, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 075 9883	https://www.borgobrufa.it/ristorazione/ristorante-i-quattro-sensi/
Trattoria Pennestri	via Giovanni Da Empoli 5	Rome	00154	ITA	Lazio	€	Cuisine from Lazio, Seasonal Cuisine	An authentic neighbourhood trattoria with just one difference – it is so good that its fame has travelled far beyond the streets of Ostiense in which it is situated and so it is often crowded (as ...	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 06 574 2418	https://trattoriapennestri.it/
Principe Cerami	piazza San Domenico 5	Taormina	98039	ITA	Sicily	€€€€	Modern Cuisine	The menu at this restaurant aims to return to the basic principles that lie behind chef Massimo Mantarro’s cuisine, namely the use of local and seasonal niche ingredients. Sicily boasts a bounty ...	Air conditioning, Car park, Garden or park, Great view, Interesting wine list, Restaurant offering vegetarian menus, Terrace, Valet parking, Wheelchair access	Amex, Mastercard, Visa	+39 0942 613310	https://www.principecerami.com/
Gaudenzio	via Gaudenzio Ferrari 2/h	Turin	10124	ITA	Piedmont	€€	Farm to table, Creative	Just a short walk from the Mole, a small, original and informal establishment, where the cuisine is characterized by a limited selection of dishes, a good option if you want to leave the better ...	Air conditioning	Mastercard, Visa	+39 011 860 0242	https://www.gaudenziovinoecucina.it/
Lupaia	Località Lupaia 74	Torrita di Siena	53049	ITA	Tuscany	€€€	Country cooking, Farm to table	Situated in a charming Tuscan hamlet nestled in the hills between Montepulciano and Montefollonico, this restaurant boasts stunning sunset views from its garden in the summer months, while guests ...	Car park, Garden or park, Terrace	Amex, Mastercard, Visa	+39 0577 191 7066	https://www.lupaia.com
Cinque Archi	piazza IX Aprile	Taormina	98039	ITA	Sicily	€€€	Seafood, Sicilian	Overlooking one of the most famous squares in Taormina with its breathtaking views of the sea and Mt Etna, Cinque Archi serves classic cuisine with a focus on fish and seafood and a large ...	Air conditioning, Great view, Terrace	Amex, Mastercard, Visa	+39 0942 628722	
Radici	via Mirolte 53	Iseo	25049	ITA	Lombardy	€€€	Italian Contemporary	Situated beneath the walls of Castello Oldofredi in the centre of this delightful lakeside village, not far from the lake itself, this restaurant with a young team at the helm has a light ...	Air conditioning, Garden or park, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 392 920 6145	http://www.radiciristoranteiseo.com
Moebius Sperimentale	via Cappelini 25	Milan	20124	ITA	Lombardy	€€€€	Creative, Modern Cuisine	Occupying an old textile workshop, this restaurant is one of the most attractive in Milan with its modern, chic-industrial setting divided into three separate spaces: a cocktail bar with an ...	Air conditioning, Counter dining	Amex, Mastercard, Visa	+39 02 3664 3680	http://moebiusmilano.it
FRE	località San Sebastiano 68	Monforte d'Alba	12065	ITA	Piedmont	€€€€	Creative, Contemporary	Nestled among the vineyards of Réva resort less than 4km from the delightful village of Monforte d'Alba, you’ll find the FRE restaurant run by chef Francesco Marchese, who offers a perfect ...	Air conditioning, Car park, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0173 789269	https://revamonforte.com/it/ristorante-fre
Cucina Rambaldi	via Sant'Ambrogio 55	Villar Dora	10040	ITA	Piedmont	€€€	Farm to table, Modern Cuisine	Regional dishes with the occasional subtle contemporary twist are to the fore here. The chef’s culinary techniques bring out all the flavour of the carefully selected and preserved ingredients, ...	Air conditioning, Terrace, Wheelchair access	Mastercard, Visa	+39 011 016 1808	http://www.cucinarambaldi.com
La Società Milano	via Panfilo Castaldi 19	Milan	20124	ITA	Lombardy	€€€	Modern Cuisine, Seasonal Cuisine	Situated near Porta Venezia and its lush gardens, Giulia and Andrea’s restaurant boasts a warm and original ambience. Three dining rooms adorned with tapestries and an entrance with a fine white ...	Air conditioning, Restaurant offering vegetarian menus, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 02 2940 1119	https://lasocietamilano.it
Ciblèo	via Andrea del Verrocchio 2r	Florence	50122	ITA	Tuscany	€€	Asian Contemporary, Tuscan	Although the cuisine at this restaurant is influenced by Asian concepts, the young Korean female chef uses many Tuscan ingredients in her skilfully prepared dishes which have a real individual ...	Air conditioning	Amex, Mastercard, Visa	+39 055 247 7881	https://www.cibreo.com/cibleo/
Ichikawa	via Lazzaro Papi 18	Milan	20135	ITA	Lombardy	€€€	Japanese, Asian	Ichikawa is one of the culinary masters who played a part in introducing Japanese cuisine to Italy. After decades in the country working in various restaurants, this chef has finally opened his ...	Air conditioning, Wheelchair access	Amex, Mastercard, Visa	+39 02 4775 0431	https://www.ichikawa.it
La Canonica	vicolo San Matteo 3	Verona	37121	ITA	Veneto	€€€	Creative, Contemporary	A small, minimalist restaurant in the town centre, where both the ambience and the cuisine are contemporary in style with a hint of Sardinian influence (the chef is originally from the island). ...	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 045 473 2625	https://www.ristorantelacanonicaverona.it/
Altriménti	via Monte Bianco 2/a	Milan	20149	ITA	Lombardy	€€	Modern Cuisine, Seasonal Cuisine	An informal and contemporary restaurant which is elegant and yet retains a bistro feel. The cuisine is modern with meat and fish dishes featured on the menu, as well as a good number of vegetarian...		Amex, Mastercard, Visa	+39 02 8277 8751	https://altrimenti.eu/
Trattoria Margherita	corso Roma 31	Arborea	09092	ITA	Sardinia	€€	Sardinian, Mediterranean Cuisine	Don’t be fooled by the relatively simple ambience of this trattoria which is situated in the centre of a town with an interesting history linked to the reclamation of the marshes and the dairy ...	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 380 532 8320	http://www.trattoriamargherita.com
Osteria dal Moro	lungomare Spalato 74	Giulianova Lido	64021	ITA	Abruzzo	€	Cuisine from Abruzzo, Seafood	A lively fish and seafood restaurant on the seafront, which is always busy thanks to its excellent value for money – booking ahead is highly recommended! Fish-based dishes only, all of which are ...	Air conditioning, Terrace	Visa	+39 085 800 4973	
Bagatto	via Ricciardi 24	Loano	17025	ITA	Liguria	€€	Ligurian, Classic Cuisine	Hidden down an alleyway in the town centre, this friendly trattoria boasts an attractive ceiling with exposed brickwork. An excellent address for fans of Ligurian cuisine, fish and seafood. House ...	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 019 675844	
Shalai	via Guglielmo Marconi 25	Linguaglossa	95015	ITA	Sicily	€€€	Sicilian, Modern Cuisine	Situated in the historic centre of Linguaglossa, one of the most picturesque villages around Etna, this restaurant is part of the highly recommended hotel of the same name which occupies a ...	Air conditioning, Car park, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 095 643128	https://www.shalai.it/ristorante.html
Dodici Fontane	contrada Arrigo	Linguaglossa	95015	ITA	Sicily	€€€€	Modern Cuisine, Creative	The scenery that you drive through to get to this restaurant on the slopes of Mt Etna is as breathtaking and impressive as the charming luxury Villa Neri hotel in which it is housed. In the modern...	Air conditioning, Car park, Garden or park, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 095 813 3002	https://www.nerietna.com/12-fontane-ristorante/
Coppola Rossa	via Maddalena 28	Manfredonia	71043	ITA	Apulia	€€	Seafood	Situated in the historic centre not far from the sea, this typical family - run restaurant specialises in fish and seafood. There is an antipasto buffet and a good choice of fish, as well as an ...	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0884 582522	https://www.coppolarossamanfredonia.it/
Cacciani	via Diaz 15	Frascati	00044	ITA	Lazio	€€	Cuisine from Lazio, Classic Cuisine	One of the most famous restaurants in the Castelli Romani region in 2022 celebrated 100 years of life under the management of the same family: the Cacciani. Authentic and excellent regional ...	Air conditioning, Great view, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 06 942 0378	https://www.cacciani.it/
La Madia	corso Filippo Re Capriata 22	Licata	92027	ITA	Sicily	€€€€	Creative, Sicilian	Park in one of the streets near this restaurant and prepare yourself for a delightful journey through Sicily and its culinary traditions! Chef Pino Cuttaia, who is demonstrably in love with his ...	Air conditioning, Wheelchair access	Amex, Mastercard, Visa	+39 0922 771443	https://www.ristorantelamadia.it/
